"PMID","PMCID","DOI","Publisher","Owned by","ISSN","Journal Impact Factor","Journal title","Hybrid or Pure OA?","Article title","Citations Google Scholar","Altmetric score","CC licence type","Is article Open Access?","Cost","Contributor","Notes"
23089748,"PMC3672848","10.1128/AAC.01486-12","Elsevier (Cell Press)","Elsevier","2211-1247",,"Cell Reports","Pure OA","Localization-Dependent and -Independent Roles of SLX4 in Regulating Telomeres",,,,,"3,154.01",,
23817378,,"10.1128/AAC.00742-13","American Psychological Association",,,,"Journal of Experimental Psychology: Animal Behaviour Process",,"Asymmetry in the Discrimination of Length During Spatial Learning",,,,,"3,144.24",,
23571538,"PMC3630358","10.1128/AAC.02398-12","Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","Structure of a bacterial type IV secretion core complex at subnanometer resolution",,,,,"3,120.00",,
23208716,"PMC3671254","10.1128/AAC.01788-12","Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","SENP3-mediated DeSUMOylation of dynamin-related protein 1 Promotes Cell Death Following Ischemia",,,,,"3,120.00",,
23856774,"PMC3791366","10.1128/AAC.00722-13","Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","Identification of the missing pluripotency mediator downstream of leukaemia inhibitory factor",,,,,"3,120.00",,
,"PMC3545308",,"Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","Dissecting the mechanisms of Notch induced hyperplasia",,,,,"3,120.00",,
22770501,"PMC3616287","10.1089/ars.2012.4597","Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","PDK1 regulates VDJ recombination, cell-cycle exit and survival during B-cell development",,,,,"3,120.00",,
,"PMC3770947",,"Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","A cyclic GMP-dependent signalling pathway regulates bacterial phytopathogenesis.",,,,,"3,120.00",,
,"PMC3642681",,"Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","Distinct roles for Sir2 and RNAi in centromeric heterochromatin nucleation, spreading and maintenance",,,,,"3,120.00",,
,"PMC3512392",,"Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","Molecular basis for SNX-BAR-mediated assembly of distinct endosomal sorting tubules",,,,,"3,120.00",,
,"PMC3817463",,"Nature Publishing Group",,"0261-4189",,"EMBO Journal","Hybrid","TRIAD1 and HHARI bind to and are activated by distinct neddylated Cullin-RING ligase complexes",,,,,"3,120.00",,
,,,"Nature Publishing Group",,"1469-221X",,"EMBO Reports",,"Chemerin15 inhibits neutrophil-mediated vascular inflammation and myocardial ischemia-reperfusion injury through ChenR23",,,,,"3,120.00",,
20501538,"PMC3701237","10.1136/adc.2009.170118","Nature Publishing Group",,"1469-221X",,"EMBO Reports",,"Prdm14 promotes germline fate and naïve pluripotency by7 repressing FGF signalling and DNA methylation",,,,,"3,120.00",,
,"PMC3615658",,"Nature Publishing Group",,"1469-221X",,"EMBO Reports",,"Physiological release of endogenous tau is stimulated by neuronal activity",,,,,"3,120.00",,
22392450,"PMC3607399","10.4049/jimmunol.1201396","American Association of Immunologists",,"1550-6606",5.52,"Journal of Immunology","Hybrid","Regulation of Foxp3+ Inducible Regulatory T Cell Stability by SOCS2",6,,"CC-BY","Yes ","3,108.08","Stuart Lewis",
20039408,,"10.1002/art.27232","Elsevier (Cell Press)","Elsevier","2211-1247",,"Cell Reports","Pure OA","Developmental plasticity inbound by pluripotency and the FUF2Wnt signalling pathways",,,,,"3,100.01",,
23740368,"PMC3576129","10.1002/art.38021","American Psychological Association",,"0893-3200",,"Journal of Family Psychology",,"The nature of nuture: Disentangling passive geneotype-environment correlation from family relationship influences on children's externalising problems",,,,,"3,092.18",,
23460124,"PMC3628103","10.1002/art.37921","Wiley-Blackwell",,"1757-4684",,"EMBO Molecular Medicine","Pure OA","Long-term p110alpha PI3K inactivation exerts a beneficial effect on metabolism",,,,,"3,078.92",,"""'EMBO Molecular Medicine levies an article publication charge of Euro 2,950 per article accepted for publication (Research Articles, Reports, non-commissioned Reviews and Perspectives). There are no additional costs (such as page charges or submission charges)."""
,"PMC3450431",,"American Psychological Association",,"0022-006X",,"Journal of Consulting and Clinical Psychology",,"A randomized clinical trial of mindfulness-based cognitive therapy versus unrestricted services for health anxiety (hypochondriasis).",,,,,"3,037.86",,
,"PMC3738939",,"Wiley-Blackwell","German Chemical Society","0044-8249",,"Angewandte Chemie",,"Design and synthesis of cyclic ADP-4-thioribose as a stable equivalent of cyclic ADP-ribose, a calcium ion-mobilizing second messenger.",,,,,"3,026.17",,
22981055,"PMC3462035","10.1016/j.ajp.2012.06.002","American Psychological Association",,"0735-7044",,"Behavioral Neuroscience",,"Evidence that the rat hippocampus has contrasting roles in object recognition memory and object recency memory",,,,,"3,021.72",,
,"PMC3613719",,"The Royal College of Psychiatrists",,,,"BJP",,"Effect of psychosocial interventions on social functioning in depression and schizophrenia: meta-analysis",,,,,"3,000.00",,
,"PMC3730114",,"Royal College of Psychiatrists",,"0007-1250",,"British Journal of Psychiatry",,"A shared polygenic contribution between ADHD in childhood and adult schizophrena",,,,,"3,000.00",,
23122912,"PMC3461446","10.1016/j.atherosclerosis.2012.09.037","Royal College of Psychiatrists",,"0007-1250",,"British Journal of Psychiatry",,"Ethnic density as a buffer for psychotic experiences: findings from a national survey (EMPIRIC)",,,,,"3,000.00",,
,"PMC3536122",,"Royal College of Psychiatrists",,"0007-1250",,"British Journal of Psychiatry",,"Pattern recognition analysis of anterior cingulate cortex blood flow to classify depression polarity",,,,,"3,000.00",,
22302008,"PMC3766126","10.4161/auto.19012","The Royal College of Psychiatrists",,"0007-1250",,"British Journal of Psychiatry",,"Alcohol assessment and feedback by email for university students: main findings from randomised controlled trial",,,,,"3,000.00",,
,,,"Taylor and Francis",,"0067-270X",,"Azania: Archaeological Research in Africa",,"Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier",,,,,"1,823.76",,
23603806,"PMC3521646","10.1016/j.bbadis.2013.04.014","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Heat and risk of myocardial infarction: hourly level case-crossover analysis of MINAP database",,,"CC-BY-NC",,"3,000.00","Jenny Molloy",
21492829,"PMC3404183","10.1016/j.brat.2011.03.005","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Use of risk assessment instruments to predict violence & antisocial behavior in 73 samples involving 24,827 people; systematic review and meta-analysis",,,"CC-BY-NC",,"3,000.00","Jenny Molloy",
23123081,,"10.1016/j.brat.2012.09.008","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Could NICE guidance on the choice of blood pressure lowering drugs be simplified?",,,"Publisher copyright",,"3,000.00","Jenny Molloy",
23084515,,"10.1016/j.brat.2012.09.010","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Pragmatic randomised trials using routine electronic health records: putting them to the test.",,,"CC-BY-NC",,"3,000.00","Jenny Molloy",
21292241,,"10.1016/j.brat.2010.12.003","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Improving vascular health: are pills the answer?",,,"Publisher copyright",,"3,000.00","Jenny Molloy",
23244291,,"10.1037/a0031216","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Translating genomics into improved healthcare.",,,"Publisher copyright",,"3,000.00","Jenny Molloy",
23731076,"PMC3489107","10.1037/a0032750","BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Opiate substitution treatment and HIV transmission in people who inject drugs: a systematic review and meta-analysis",,,"CC-BY-NC",,"3,000.00","Jenny Molloy",
23025831,,"10.1037/a0029754","Royal College of Psychiatrists",,,,"Britsh Journal of Psychiatry",,"Effective treatment of perinatal depression in a low-income country for women in debt and lacking financial empowerment",,,,,"3,000.00",,
21047530,"PMC3619234","10.1016/j.bbr.2010.10.023","Nature Publishing Group",,"1350-9047",,"Cell Death and Differentiation",,"IF1 limits the apoptotic-signalling cascade by preventing mitochondrial remodelling",,,,,"3,000.00",,
,"PMC3619236",,"Nature Publishing Group",,,,"Cell Death Differentiation",,"SCAR/WAVE-mediated processing of engulfed apoptotic corpses is essential for effective macrophage migration in Drosophila.",,,,,"3,000.00",,
23697932,,"10.1042/BST20130028","Nature Publishing Group",,,,"Gene rapy",,"Inhibition of Neointimal Hyperplasia in a Rabbit Vein Graft Model Following Non-Viral Transfection with Human iNOS cDNA",,,,,"3,000.00",,
22326920,,"10.1016/j.bbrc.2012.01.131","Nature Publishing Group",,"1098-3600",,"Genetics in Medicine",,"Behavioral genetics and population health interventions for alcohol problems: at odds or oddly in agreement?",,,,,"3,000.00",,
23850620,"PMC3734734","10.1016/j.bbrc.2013.07.006","Nature Publishing Group",,"0307-0565",,"International Journal of Obesity",,"Catch-up growth following intra-uterine growth restriction programmes an insulin-resistant phenotype in adipose tissue",,,,,"3,000.00",,
23098276,"PMC3505832","10.1042/BJ20121209","Nature Publishing Group",,"0887-6924",,"Leukemia",,"Quantification of subclonal distributions of recurrent genomic aberrations in paired pre-treatment and relapse samples from patients with B-cell chronic lymphocytic leukemia.",,,,,"3,000.00",,
22462548,"PMC3806405","10.1042/BJ20111932","Nature Publishing Group",,"1933-0219",,"Mucosal Immunology",,"γδ T cells suppress inflammation and disease during rhinovirus-induced asthma exacerbations",,,,,"3,000.00",,
23067305,"PMC3684776","10.1042/BJ20121240","Nature Publishing Group",,"1933-0219",,"Mucosal Immunology",,"Impaired innate interferon induction in severe therapy resistant atopic",,,,,"3,000.00",,
,"PMC3610641",,"Nature Publishing Group",,"1933-0219",,"Mucosal Immunology",,"Endogenous IL-21 regulates pathogenic mucosal CD4 T-cell responses during enhanced RSV disease in mice",,,,,"3,000.00",,
23252471,"PMC3656369","10.1042/BJ20121599","Nature Publishing Group",,"0893-133X",,"Neuropsychopharmacology",,"Lack of association between COMT and working memory in a population-based cohort of healthy young adults",,,,,"3,000.00",,
,"PMC3717539",,"Nature Publishing Group",,"0893-133X",,"Neuropsychopharmacology",,"A translational rodent assay of affective biases in depression and antidepressant therapy",,,,,"3,000.00",,
23126322,"PMC3629389","10.1042/BJ20121314","Nature Publishing Group",,"0893-133X",,"Neuropsychopharmacology",,"Seratonin 2A receptors, citalopram and tryptophan - depletion: a multimodal imaging study of their interactions during response inhibition",,,,,"3,000.00",,
20377523,"PMC3682146","10.1042/BJ20100143","Nature Publishing Group",,"0893-133X",,"Neuropsychopharmacology",,"D-amphetamine and antipsychotic drug effects on latent inhibition in mice lacking dopamine D2 receptors",,,,,"3,000.00",,
23009366,"PMC3414849","10.1042/BJ20121034","Elsevier (Cell Press)","Elsevier","1534-5807",12.86,"Developmental Cell","Hybrid","Forkhead transcription factor Fd3F cooperates with Rfx to regulate a gene expression program for mechanosensory cilia specialisation",,,,,"2,987.00",,
23398456,"PMC3714596","10.1042/BJ20130026","Elsevier","Elsevier","1874-3919",,"Journal of Proteomics",,"Quantitative cross-linking/mass spectrometry using isotope-labelled cross-linkers.",,,,,"2,980.36",,
23452237,"PMC3778432","10.1042/BJ20121832","Elsevier","Elsevier","0028-3908",,"Neuropharmacology",,"Recovery of NMDA receptor currents from MK-801 blockade is accelerated by Mg2+ and memantine under conditions of agonist exposure.",,,,,"2,980.36",,
23560854,"PMC3749465","10.1042/BJ20130244","Wiley-Blackwell","German Chemical Society","0044-8249",,"Angewandte Chemie",,"Site-Specific Identification of the Abeta Fibril-Glycosaminoglycan Interaction Site using Solid State NMR Spectroscopy",,,,,"2,979.91",,
23863084,,"10.1042/BJ20130378","Elsevier","Elsevier",,,"Current Opinion Microbiology",,"The asexual cycle of apicomplexan parasites: new findings that raise new questions.",,,,,"2,979.00",,
23282150,"PMC3437796","10.1042/BJ20121600","American Psychological Association",,"1040-3590",,"Psychological Assessment",,"The factor structure of the autobiographical memory test in recent trauma survivors",,,,,"2,973.32",,
20659021,"PMC3444173","10.1042/BJ20100784","American Psychological Association",,,,"Psychological Trauma: ory research, practice and policy",,"Investigating cognitive pathways to psychopathology: predicting depression and posttraumatic stress disorder from early responses after assault",,,,,"2,973.32",,
23098255,"PMC3694296","10.1042/BJ20120898","Elsevier","Elsevier","0006-2952",,"Biochemical Pharmacology",,"11β-Hydroxysteroid dehydrogenase type 1 contributes to the balance between 7-keto- and 7-hydroxy-oxysterols in vivo",,,,,"2,961.92",,
23415904,"PMC3684771","10.1016/j.bcp.2013.02.002","Elsevier","Elsevier","0165-2478",,"Immunology Letters",,"Sources of heterogeneity in human monocyte subsets",,,,,"2,961.92",,
23697937,"PMC3196626","10.1042/BST20130027","Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"Calcineurin mediates activity-dependent relocation of the axon initial segment",,,,,"2,950.25",,
23176488,"PMC3574974","10.1042/BST20120199","Nature Publishing Group",,"1933-0219",,"Mucosal Immunology",,"CTLA-4 promotes Foxp3 induction and regulatory T cell accumulation in the intestinal lamina propria",,,,,"2,940.00",,
23356304,"PMC3587388","10.1042/BST20120307","Informa Healthcare",,"0968-7688",,"Molecular Membrane Biology",,"Use of molecular modelling to probe the mechanism of the nucleoside transporter NupG",,,,,"2,907.42",,
22794279,"PMC3641407","10.1021/bi300674e","Nature Publishing Group",,,,"Translational Psychiatry",,"Advancing the defensive explanation for anxiety disorders: lorazepam effects on human defense are systematically modulated by personality and threat-type",,,,,"2,880.00",,
,"PMC3731785",,"Nature Publishing Group",,,,"Translational Psychiatry",,"Reduced Subcortical Glutamate/Glutamine in Adults with Autism Spectrum Disorders: A [1H]MRS Study",,,,,"2,880.00",,
23085491,"PMC3531601","10.1016/j.bbadis.2012.10.011","Wiley-Blackwell",,"1757-4684",,"EMBO Molecular Medicine","Pure OA","Defining critical roles for NF-kB p65 and type I interferon in innate immunity to rhinovirus",,,,,"2,868.08",,"""'EMBO Molecular Medicine levies an article publication charge of Euro 2,950 per article accepted for publication (Research Articles, Reports, non-commissioned Reviews and Perspectives). There are no additional costs (such as page charges or submission (http://embomolmed.embopress.org/about)charges)."""
23032152,"PMC3654171","10.1016/j.bbadis.2012.09.009","Wiley-Blackwell",,"0009-9163",,"Clinical Genetics",,"Telamere length measurement can distinguish pathogenic from non-pathogenic var…",,,,,"2,864.53",,
,"PMC3677098",,"Elsevier","Elsevier","0303-2647",,"Biosystems",,"Information coding in vasopressin neurons-The role of asynchronous bistable burst firing.",,,,,"2,863.73",,
22940536,"PMC3839404","10.1016/j.biochi.2012.08.007","Elsevier","Elsevier","1286-4579",,"Microbes and Infection",,"Dectin-1 plays a redundant role in the immunomodulatory activities of glucanrrich ligands in vivo",,,,,"2,863.73",,
23458425,"PMC3528949","10.1021/bc300556e","Elsevier","Elsevier",,,"Ticks and Tick-borne Diseases",,"Tick cell culture isolation and growth of Rickettsia raoultii from Dutch Dermacentor reticulatus ticks",,,,,"2,863.73",,
18445091,,"10.1111/j.1467-8519.2008.00648.x","Oxford University Press",,"0022-1899",,"Journal of Infectious Diseases",,"Persistent endothelial activation after Plasmodium falciparum infection in Malawian children.",,,,,"2,841.60",,
23971731,"PMC3634610","10.1186/ar4278","Copyright Clearance Center",,"0883-0185",,"International Reviews of Immunology",,"C-type lectin-like receptors of the Dectin-1 cluster: ligands and signalling pathways",,,,,"2,775.23",,
22150828,,"10.1111/j.1467-8519.2011.01933.x","Nature Publishing Group",,"0950-9232",,"Oncogene",,"SATB1 collaborates with loss of p16 in cellular transformation",,,,,"2,774.45",,
22420910,"PMC3625409","10.1111/j.1467-8519.2011.01953.x","Springer",,"1023-3830",,"Inflammation Research",,"Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus",,,,,"2,759.24",,
